Name,Country,Type,Style,Grape,Fullness,Long Description,Price,Awards,ABV,Volume,ID,Year
Ten Minutes By Tractor Estate Chardonnay 2015 Mornington Peninsula,Australia,White,Rich ,Chardonnay,DRY,"Mornington Peninsula is a sub-region of Victoria which, in recent years, has been identified as arguably the best area in Australia for cultivating the classic Burgundian varieties. From the estate's Main Ridge vineyard, this Chardonnay is whole-bunch pressed and fermented with wild yeasts in French oak barriques.",40.0,,14.0,75.0,659,2015
"Cuvée Diane 2015 Viñalba, Mendoza",Argentina,Red,Big ,"Merlot, Malbec",FULL,"Named after the wife of Viñalba winemaker Hervé Joyaux Fabre, this is a blend of 80% Malbec and 20% Merlot, grown in high quality massal-selected vineyards in Lujan de Cuyo and the Uco Valley. A rich and inviting wine that hints at Hervé's Bordeaux background, this blend is full of dark fruit and spice aromas, and has a wonderful palate complexity, offering a plum and damsom backbone bolstered by smooth tannins and spicy oak. A rich and inviting wine that hints at Hervé's Bordeaux background, this blend is full of dark fruit and spice aromas, and has a wonderful palate complexity, offering a plum and damsom backbone bolstered by smooth tannins and spicy oak. Best enjoyed over a romantic dinner for two.",40.0,"IWC 2017 - Silver Award, Decanter 2017 - Silver Award",15.0,75.0,660,2015
Rustenberg Stellenbosch Grenache,,Red,Big ,Grenache,MEDIUM,"The Grenache grape is widely celebrated for its expressive-yet-light character. Rustenberg has captured this essence beautifully with this parcel - it's a carnival of lush cherry and strawberry flavour. Warming notes of black pepper undulate through each sip, scoring a fantastic balance. Enjoy now with charcuterie and tapas, or tuck away and await its foray into savoury sophistication with age.",14.99,,14.0,75.0,662,Unknown
Dom St Jean de la Cavalerie Chardonnay 2018,France,White,Rich ,Chardonnay,DRY,"This fresh and delicate Chardonnay has abundant floral elegance and richer cedar notes which add layers of complexity to the fine apricot and peach fruit flavours This fresh and delicate Chardonnay has abundant floral elegance and richer cedar notes which add layers of complexity to the fine apricot and peach fruit flavours Enjoy with your Sunday Roast chicken with the family, even in the in-laws. Or purely enjoy this by itself, fresh out the fridge to capture those fresher citrus fruits.",10.99,,12.5,75.0,663,2018
Rustenberg Stellenbosch Cabernet Sauvignon,,Red,Big ,Cabernet Sauvignon,MEDIUM,,14.99,,14.0,75.0,667,Unknown
Côté Mas Rouge 2016 PGI Pays d'Oc,France,Red,Fruity ,"Merlot, Syrah, Grenache, Cinsault, Carignan",MEDIUM,"Domaines Paul Mas offer have realised the huge potential of the Languedoc's climate and terrain, growing and vinifying one of the widest selections of grape varieties. This red blend brings together classic varieties from across the breadth of the south of France. A versatile, supple and youthful middleweight red, with a ruby-purple colour and a nose of cassis, blackberry jam and grenadine. Tannins are ripe and soft, framing a juicy core of fresh berry fruit. As enjoyable on its own as it is with a rack of ribs.",8.99,,13.5,75.0,670,2016
Stone Arka Merlot,,Red,Smooth ,Merlot,MEDIUM,"From the award winning winery, Yamantievs, located in the Thracian Valley, which is the perfect location for grape growing in Bulgaria. This Merlot has ripe black fruit & spice aromas with hints of plum. The palate is silky smooth, with an elegant black fruit & plum-skin tone. The acid & tannin balance is perfect - a silky scaffold holding a dark-fruit heart. It will enhance any meal with lamb or venison, but is equally at home alongside a spicy mushroom cassoulet.",9.99,,13.0,75.0,671,Unknown
"Cortese 2018 Araldica, Piemonte",Italy,White,Crisp ,Cortese,DRY,"Araldica Castelvero is a cooperative cellar based in the village of Castel Boglione, in Asti, Piedmont. Cortese is one of the principal white grapes here. This wine is sourced from the grape's heartland of Gavi and from vineyards in the surrounding Alto Monferrato region. A pale, light-bodied and crisp white, full of racy citrus flavours alongside softer notes of apple and pear, and subtly verdant nettle-like aromatics. Partners beautifully with spaghetti genovese.",8.99,,12.0,75.0,672,2018
Paradiesgarten Riesling,Germany,White,Sweet ,Riesling,OFF DRY,"""There's a distinct taste to Nahe Riesling. This is teeming with subtle notes of lemon sherbert, lime and balancing acidity. There's a sweetness in every sip that makes it the ideal summer refresher.""",9.99,,10.5,75.0,673,Unknown
Ena Dva Tri Cabernet Sauvignon,,Red,,Cabernet Sauvignon,MEDIUM,"Velvety and elegant, the Cabernet Sauvignon is a really good example what this region can produce. Intensely fruity with rich blackcurrant followed by bold notes of black pepper and herbs.",11.99,,15.0,75.0,674,Unknown
Irida Sauvignon Blanc,Greece,White,Crisp ,Sauvignon Blanc,DRY,"The wine reveals joy-inducing notes of citrus and exotic fruit aromas, followed by gentle swathes of minerality. With its luscious mouthfeel and fresh finish, a rewarding balance is struck - making it a fantastic partner for fresh fish dishes",9.99,,12.5,75.0,678,Unknown
La Grille Pinot Noir Rosé 2018 Vin de France,France,Rose,,Pinot Noir,DRY,"This fruit-filled rosé is made from Pinot Noir grapes grown on the stony foothills of the Massif Central. It was cool-fermented to catch the grapes' fresh fruit, full of the fresh strawberry and spice flavours so typical of this great variety. This soft, subtle rosé displays nuances of strawberry, raspberry, redcurrant and loganberry and is light in body, leaving a crisp refreshing finish. Serve chilled as an apéritif or as a delicious match for sushi, salads and chargrilled salmon steaks.",9.99,,13.5,75.0,681,2018
Lay & Wheeler St Emilion 2015,France,Red,Big ,"Cabernet Sauvignon, Merlot",FULL,"From Château du Rocher, a 15th century estate now managed by the legendary Thienpont family (the brains behind the world's most expensive red, Le Pin) and from an officially 'outstanding' vintage - it's a taste of the top - for less than £20",24.99,,14.0,75.0,689,2015
Patina Syrah,,Red,Big ,Syrah,MEDIUM,"Love a structured, generous Shiraz with a lip-smacking pepperiness? You're in for a treat! You'll taste a ripe palate of mulberry, blueberry and forest flavours.",24.99,,14.0,75.0,690,Unknown
Down The Lane Pinot Grigio Arneis,,White,Rich ,Pinot Grigio,DRY,"Pear, honeysuckle and citrus peel blend together to create a fresh, bright wine, with long length, and rounded mouthfeel.",9.99,,13.0,75.0,691,Unknown
Rioja Reserva 2015 Marqués de Vargas,Spain,Red,Smooth ,Rioja,FULL,"Although its modern winery and hacienda were built in 1989, this vineyard estate dates back to 1840, when the first vines were planted near Logroño by Felipe de Mata, the eighth Marqués de Vargas. This traditional blend is aged in American, French and Russian oak. A rich, dense and deeply coloured Reserva, combining aromas of bramble and wild strawberries with hints of liquorice and savoury-sweet spice. Velvety, full and well balanced. Best decanted before serving. Pair with beef carpaccio.",17.99,,14.0,75.0,693,2015
"Rioja Reserva 2012, Heredad Baroja",,Red,Smooth ,Rioja,MEDIUM,"Whilst Rioja is always a treat, and a natural choice for Easter feasting, this seven-year-old Reserva is truly hedonistic. The grapes are from the highest point in the acclaimed Rioja Alavesa subregion, where cooler temperatures and clay rich soils create perfectly balanced reds. Made of 100% Tempranillo, from an officially 'very good' vintage, the Heredad is a heavenly medley of smoky cherry fruit, oak spice and silky tannins.",16.99,,13.5,75.0,694,2012
Kangarilla Road Geology Series Blanche Point Shiraz 2017,Australia,Red,Big ,Shiraz,FULL,"The wine is a powerful and complex mix of mocha, pepper, earth and black fruit characters, bound together by muscular tannin and an enduring minerality. Try this with any roasted or grilled meat. The wine is a powerful and complex mix of mocha, pepper, earth and black fruit characters, bound together by muscular tannin and an enduring minerality. Try this with any roasted or grilled meat. The wine is a powerful and complex mix of mocha, pepper, earth and black fruit characters, bound together by muscular tannin and an enduring minerality. Try this with any roasted or grilled meat.",19.99,,14.5,75.0,697,2017
Revival Zinfandel,,Red,Fruity ,Zinfandel,MEDIUM,"Fruity notes of plum and dark berry, with a slight smoke and vanilla taste on your pallet, with a nice dry tannin finish leaving you wanting more",17.99,,14.0,150.0,698,Unknown
Vina Elsiete Rioja Crianza,Spain,Red,Fruity ,Rioja,DRY,"On the nose, the barrel aging notes stand out and maintain its fruity character. Its flavor is soft but robust, with a good structure and a long and persistent finish.",8.99,,13.0,75.0,700,Unknown
Vina Elsiete Rioja Joven,,Red,Fruity ,Rioja,LIGHT,,7.99,,13.0,75.0,702,Unknown
Faustino Rivero Ulecia Rioja Reserva,Spain,Red,Fruity ,Rioja,MEDIUM,Wine with intense red colour with violet hints. Intense and mature on the nose with a high presence of fruity hints well blended with the sweet and vanilla oaky notes from the French and American oak. Round and strong on the mouth with strong tannins.,14.49,,13.5,75.0,705,Unknown
Kaiken Aventura Bordeaux Blend,,Red,Big ,"Cabernet Sauvignon, Cabernet Franc",MEDIUM,"This is a classic blend of Bordeaux varietals, Cabernet Sauvignon, Malbec and Cabernet Franc. It's elegant, polished and remarkably balanced - boasting a rich palate of black fruit, cherry, mocha and spice through firm yet silky tannins.",13.99,,13.5,75.0,706,Unknown
Anna's Way Chardonnay,,White,Fruity ,Chardonnay,DRY,"Aromas of toasty oak, butterscotch and stone fruits arise from a cream-laden palate of citrus and peach. It's a soft, supple white and its acidity is integrated beautifully, thanks to expert use of fermentation.",12.99,,13.0,75.0,707,Unknown
Morala Riverland Old Vine Grenache 2018,,Red,Fruity ,Grenache,MEDIUM,The old vines produce grapes that are packed with flavours and this translates to the wine. Strawberry and cherry flavours are intense and ripe followed by hints of violets and spice.,11.99,,14.5,75.0,708,2018
BDX Sauvignon Blanc,,White,Rich ,Sauvignon Blanc,DRY,From one of the best recent vintages for white grapes in Bordeaux this is bone dry with fine citrus flavours enhanced by notes of minerals and herbs.,10.99,,12.0,75.0,711,Unknown
Giacondi Pinot Grigio,,White,Crisp ,Pinot Grigio,DRY,"What I love about this wine is that it is zingy, refreshing and a crowd pleaser at parties. Definitely a feel good wine - think first day on a foreign holiday with the sun high in the sky. Perfect.",9.99,,11.5,75.0,712,Unknown
Doamine du Tresor Syrah Cabernet,,Red,Big ,Syrah,MEDIUM,"On this vineyard, the soaking Languedoc sun gifts grapes gallons of delicious juice year in, year out - and this trusty weather is why this Bordeaux-esque blend is such a steal.",10.99,,12.5,75.0,713,Unknown
Aurore de Dauzac 2014,France,Red,Big ,"Cabernet Sauvignon, Merlot",MEDIUM,"Decanter's Steven Spurrier said ""Pomerol undoubtedly looks like being one of if not the major success in 2012"". Its warmer soils meant Merlot grapes were given a lengthy ripening period and were picked before the October heavy rain. The result was the most expressive, ripe and balanced claret from the year. So it's no surprise that the world's most famous wine critic backed this 2012 vintage as one of the estate's best EVER.",29.99,,13.5,75.0,717,2014
Mancura Reserve Carignan 2015,,Red,Big ,Carignan,MEDIUM,"This wine comes from old vineyards in the Maule Valley, an amazing place located among the hills of the Maule Coastal Range. It is unirrigated and has very poor, eroded soils. The landscape is undulating and the vines are planted facing slopes. Flavours of dark chocolate, coffee and candied fruits, with a persistent finish. Recommended with grilled red meats, game birds, pulses, stews, seasoned dishes and beef pasties. Recommended with grilled red meats, game birds, pulses, stews, seasoned dishes and beef pasties.",11.99,,14.0,75.0,720,2015
Pierre Andre Meursault 2014,France,White,Rich ,Chardonnay,DRY,"Hugh Johnson called Meursault 'the source of Burgundy's greates whites'. From a vintage rated 5/5 by Decanter magazine, heady orange blossom and hazelnut aromas vie with flinty minerality and lovely brioche flavours. Utterly decadent and utterly moreish.",40.0,,13.0,75.0,723,2014
Alamos Uco Valley Chardonnay 2018,Argentina,White,Rich ,Chardonnay,DRY,"The grapes for Alamos are grown at an altitude of between 3,000 and 5,000 feet where the temperature variation allows the grapes to grow slowly developing more flavour. Hand harvesting and sorting ensure only the best grapes are used to make the wine. The Alamos Chardonnay from the Uco Valley has a fine array of bright fruit flavours including lemon, ripe apple and peach. There are further notes of tropical fruit and a touch of toasty oak. The flavours here will work brilliantly with grilled chicken flavoured with a touch of spice.",9.99,,13.0,75.0,724,2018
